Date,Demographic Group,People with at least one dose,People who are fully vaccinated,Percent of group with at least one dose,Percent of group fully vaccinated,Census
2021-01-18,Ages_25-39_yrs,2874422,642203,4.6,1,62043059
2021-01-17,Ages_25-39_yrs,2782614,622674,4.5,1,62043059
2021-01-16,Ages_25-39_yrs,2632262,585848,4.2,0.9,62043059
2021-01-15,Ages_25-39_yrs,2467904,532397,4,0.9,62043059
2021-01-14,Ages_25-39_yrs,2320752,453924,3.7,0.7,62043059
2021-01-13,Ages_25-39_yrs,2191684,366762,3.5,0.6,62043059
2021-01-12,Ages_25-39_yrs,2080588,284541,3.4,0.5,62043059
2021-01-11,Ages_25-39_yrs,2025159,254600,3.3,0.4,62043059
2021-01-10,Ages_25-39_yrs,1943271,211014,3.1,0.3,62043059
2021-01-09,Ages_25-39_yrs,1807282,125033,2.9,0.2,62043059
2021-01-08,Ages_25-39_yrs,1667591,63707,2.7,0.1,62043059
2021-01-07,Ages_25-39_yrs,1521147,28179,2.5,0,62043059
2021-01-06,Ages_25-39_yrs,1393609,10815,2.2,0,62043059
2021-01-05,Ages_25-39_yrs,1291570,4108,2.1,0,62043059
2021-01-04,Ages_25-39_yrs,1256109,3710,2,0,62043059
2021-01-03,Ages_25-39_yrs,1216611,3509,2,0,62043059
2021-01-02,Ages_25-39_yrs,1180390,3370,1.9,0,62043059
2021-01-01,Ages_25-39_yrs,1081507,3142,1.7,0,62043059
2020-12-31,Ages_25-39_yrs,935346,2746,1.5,0,62043059
2020-12-30,Ages_25-39_yrs,814652,2293,1.3,0,62043059
2020-12-29,Ages_25-39_yrs,707319,1728,1.1,0,62043059
2020-12-28,Ages_25-39_yrs,673745,1557,1.1,0,62043059
2020-12-27,Ages_25-39_yrs,646198,1513,1,0,62043059
2020-12-26,Ages_25-39_yrs,626554,1459,1,0,62043059
2020-12-25,Ages_25-39_yrs,569670,1227,0.9,0,62043059
2020-12-24,Ages_25-39_yrs,439911,965,0.7,0,62043059
2020-12-23,Ages_25-39_yrs,326793,670,0.5,0,62043059
2020-12-22,Ages_25-39_yrs,245185,543,0.4,0,62043059
2020-12-21,Ages_25-39_yrs,203447,398,0.3,0,62043059
2020-12-20,Ages_25-39_yrs,153392,250,0.2,0,62043059
2020-12-19,Ages_25-39_yrs,74673,132,0.1,0,62043059
2020-12-18,Ages_25-39_yrs,27628,30,0,0,62043059
2020-12-17,Ages_25-39_yrs,5863,1,0,0,62043059
2020-12-16,Ages_25-39_yrs,559,0,0,0,62043059
2021-05-19,Ages_18-24_yrs,10994894,7523848,39.6,27.1,27761294
2021-05-18,Ages_18-24_yrs,10910541,7399097,39.3,26.7,27761294
2021-05-17,Ages_18-24_yrs,10857496,7318786,39.1,26.4,27761294
2021-05-16,Ages_18-24_yrs,10795912,7216385,38.9,26,27761294
2021-05-15,Ages_18-24_yrs,10704561,7070070,38.6,25.5,27761294
2021-05-14,Ages_18-24_yrs,10594061,6880702,38.2,24.8,27761294
2021-05-13,Ages_18-24_yrs,10507088,6718172,37.8,24.2,27761294
2021-05-12,Ages_18-24_yrs,10413617,6544474,37.5,23.6,27761294
2021-05-11,Ages_18-24_yrs,10338284,6411362,37.2,23.1,27761294
2021-05-10,Ages_18-24_yrs,10251112,6276124,36.9,22.6,27761294
2021-05-09,Ages_18-24_yrs,10148806,6112616,36.6,22,27761294
2021-05-08,Ages_18-24_yrs,10036230,5909260,36.2,21.3,27761294
2021-05-07,Ages_18-24_yrs,9914784,5691183,35.7,20.5,27761294
2021-05-06,Ages_18-24_yrs,9772943,5472621,35.2,19.7,27761294
2021-05-05,Ages_18-24_yrs,9643838,5284852,34.7,19,27761294
2021-05-04,Ages_18-24_yrs,9558664,5158505,34.4,18.6,27761294
2021-05-03,Ages_18-24_yrs,9508841,5081462,34.3,18.3,27761294
2021-05-02,Ages_18-24_yrs,9442620,4998758,34,18,27761294
2021-05-01,Ages_18-24_yrs,9327480,4853512,33.6,17.5,27761294
2021-04-30,Ages_18-24_yrs,9141729,4655733,32.9,16.8,27761294
2021-04-29,Ages_18-24_yrs,8997480,4492352,32.4,16.2,27761294
2021-04-28,Ages_18-24_yrs,8859575,4344126,31.9,15.6,27761294
2021-04-27,Ages_18-24_yrs,8733552,4227382,31.5,15.2,27761294
2021-04-26,Ages_18-24_yrs,8633134,4155489,31.1,15,27761294
2021-04-25,Ages_18-24_yrs,8499732,4060497,30.6,14.6,27761294
2021-04-24,Ages_18-24_yrs,8319336,3926277,30,14.1,27761294
2021-04-23,Ages_18-24_yrs,8131613,3779315,29.3,13.6,27761294
2021-04-22,Ages_18-24_yrs,7945694,3638976,28.6,13.1,27761294
2021-04-21,Ages_18-24_yrs,7762259,3522707,28,12.7,27761294
2021-04-20,Ages_18-24_yrs,7609653,3430358,27.4,12.4,27761294
2021-04-19,Ages_18-24_yrs,7492687,3370429,27,12.1,27761294
2021-04-18,Ages_18-24_yrs,7353489,3294063,26.5,11.9,27761294
2021-04-17,Ages_18-24_yrs,7117305,3175809,25.6,11.4,27761294
2021-04-16,Ages_18-24_yrs,6883645,3057776,24.8,11,27761294
2021-04-15,Ages_18-24_yrs,6638890,2948425,23.9,10.6,27761294
2021-04-14,Ages_18-24_yrs,6408853,2839029,23.1,10.2,27761294
2021-04-13,Ages_18-24_yrs,6199196,2733716,22.3,9.8,27761294
2021-04-12,Ages_18-24_yrs,6020562,2641106,21.7,9.5,27761294
2021-04-11,Ages_18-24_yrs,5831675,2543082,21,9.2,27761294
2021-04-10,Ages_18-24_yrs,5586903,2412634,20.1,8.7,27761294
2021-04-09,Ages_18-24_yrs,5318074,2279408,19.2,8.2,27761294
2021-04-08,Ages_18-24_yrs,5058323,2163314,18.2,7.8,27761294
2021-04-07,Ages_18-24_yrs,4843082,2066381,17.4,7.4,27761294
2021-04-06,Ages_18-24_yrs,4678947,1994106,16.9,7.2,27761294
2021-04-05,Ages_18-24_yrs,4326284,1840519,15.6,6.6,27761294
2021-04-04,Ages_18-24_yrs,4326002,1840186,15.6,6.6,27761294
2021-04-03,Ages_18-24_yrs,4324488,1838622,15.6,6.6,27761294
2021-04-02,Ages_18-24_yrs,4127377,1763945,14.9,6.4,27761294
2021-04-01,Ages_18-24_yrs,3945009,1699299,14.2,6.1,27761294
2021-03-31,Ages_18-24_yrs,3799094,1651136,13.7,5.9,27761294
2021-03-30,Ages_18-24_yrs,3686674,1610214,13.3,5.8,27761294
2021-03-29,Ages_18-24_yrs,3612324,1581587,13,5.7,27761294
2021-03-28,Ages_18-24_yrs,3510081,1543407,12.6,5.6,27761294
2021-03-27,Ages_18-24_yrs,3379058,1495457,12.2,5.4,27761294
2021-03-26,Ages_18-24_yrs,3234396,1451489,11.7,5.2,27761294
2021-03-25,Ages_18-24_yrs,3095703,1412573,11.2,5.1,27761294
2021-03-24,Ages_18-24_yrs,2988970,1383558,10.8,5,27761294
2021-03-23,Ages_18-24_yrs,2892586,1356313,10.4,4.9,27761294
2021-03-22,Ages_18-24_yrs,2827647,1336346,10.2,4.8,27761294
2021-03-21,Ages_18-24_yrs,2742826,1311197,9.9,4.7,27761294
2021-03-20,Ages_18-24_yrs,2620729,1276975,9.4,4.6,27761294
2021-03-19,Ages_18-24_yrs,2509136,1247592,9,4.5,27761294
2021-03-18,Ages_18-24_yrs,2422337,1223991,8.7,4.4,27761294
2021-03-17,Ages_18-24_yrs,2332173,1197676,8.4,4.3,27761294
2021-03-16,Ages_18-24_yrs,2263077,1172507,8.2,4.2,27761294
2021-03-15,Ages_18-24_yrs,2206425,1150234,7.9,4.1,27761294
2021-03-14,Ages_18-24_yrs,2142072,1119682,7.7,4,27761294
2021-03-13,Ages_18-24_yrs,2063993,1089478,7.4,3.9,27761294
2021-03-12,Ages_18-24_yrs,1975610,1050504,7.1,3.8,27761294
2021-03-11,Ages_18-24_yrs,1905742,1024760,6.9,3.7,27761294
2021-03-10,Ages_18-24_yrs,1848935,1002789,6.7,3.6,27761294
2021-03-09,Ages_18-24_yrs,1801740,984903,6.5,3.5,27761294
2021-03-08,Ages_18-24_yrs,1759381,963933,6.3,3.5,27761294
2021-03-07,Ages_18-24_yrs,1717421,946250,6.2,3.4,27761294
2021-03-06,Ages_18-24_yrs,1665531,921677,6,3.3,27761294
2021-03-05,Ages_18-24_yrs,1610323,896919,5.8,3.2,27761294
2021-03-04,Ages_18-24_yrs,1568875,878050,5.7,3.2,27761294
2021-03-03,Ages_18-24_yrs,1540031,860801,5.5,3.1,27761294
2021-03-02,Ages_18-24_yrs,1510980,845545,5.4,3,27761294
2021-03-01,Ages_18-24_yrs,1484598,831524,5.3,3,27761294
2021-02-28,Ages_18-24_yrs,1456469,814074,5.2,2.9,27761294
2021-02-27,Ages_18-24_yrs,1420657,788468,5.1,2.8,27761294
2021-02-26,Ages_18-24_yrs,1390953,764647,5,2.8,27761294
2021-02-25,Ages_18-24_yrs,1365334,740478,4.9,2.7,27761294
2021-02-24,Ages_18-24_yrs,1343230,719187,4.8,2.6,27761294
2021-02-23,Ages_18-24_yrs,1325885,702762,4.8,2.5,27761294
2021-02-22,Ages_18-24_yrs,1314351,692480,4.7,2.5,27761294
2021-02-21,Ages_18-24_yrs,1298332,676916,4.7,2.4,27761294
2021-02-20,Ages_18-24_yrs,1276875,650703,4.6,2.3,27761294
2021-02-19,Ages_18-24_yrs,1256242,627358,4.5,2.3,27761294
2021-02-18,Ages_18-24_yrs,1233574,602808,4.4,2.2,27761294
2021-02-17,Ages_18-24_yrs,1213349,580709,4.4,2.1,27761294
2021-02-16,Ages_18-24_yrs,1200318,567723,4.3,2,27761294
2021-02-15,Ages_18-24_yrs,1192382,558831,4.3,2,27761294
2021-02-14,Ages_18-24_yrs,1173293,541374,4.2,2,27761294
2021-02-13,Ages_18-24_yrs,1144139,508843,4.1,1.8,27761294
2021-02-12,Ages_18-24_yrs,1116651,475308,4,1.7,27761294
2021-02-11,Ages_18-24_yrs,1094127,446758,3.9,1.6,27761294
2021-02-10,Ages_18-24_yrs,1075868,422485,3.9,1.5,27761294
2021-02-09,Ages_18-24_yrs,1055566,399507,3.8,1.4,27761294
2021-02-08,Ages_18-24_yrs,1040569,387909,3.7,1.4,27761294
2021-02-07,Ages_18-24_yrs,1021900,370425,3.7,1.3,27761294
2021-02-06,Ages_18-24_yrs,995599,340039,3.6,1.2,27761294
2021-02-05,Ages_18-24_yrs,965325,308366,3.5,1.1,27761294
2021-02-04,Ages_18-24_yrs,944735,285186,3.4,1,27761294
2021-02-03,Ages_18-24_yrs,924038,262044,3.3,0.9,27761294
2021-02-02,Ages_18-24_yrs,910632,249512,3.3,0.9,27761294
2021-02-01,Ages_18-24_yrs,899856,243279,3.2,0.9,27761294
2021-01-31,Ages_18-24_yrs,879284,230475,3.2,0.8,27761294
2021-01-30,Ages_18-24_yrs,849172,212733,3.1,0.8,27761294
2021-01-29,Ages_18-24_yrs,819524,192755,3,0.7,27761294
2021-01-28,Ages_18-24_yrs,789599,170034,2.8,0.6,27761294
2021-01-27,Ages_18-24_yrs,764571,151456,2.8,0.5,27761294
2021-01-26,Ages_18-24_yrs,742522,137429,2.7,0.5,27761294
2021-01-25,Ages_18-24_yrs,726523,131869,2.6,0.5,27761294
2021-01-24,Ages_18-24_yrs,702937,124917,2.5,0.4,27761294
2021-01-23,Ages_18-24_yrs,667034,116365,2.4,0.4,27761294
2021-01-22,Ages_18-24_yrs,634534,105756,2.3,0.4,27761294
2021-01-21,Ages_18-24_yrs,598503,91574,2.2,0.3,27761294
2021-01-20,Ages_18-24_yrs,572513,82220,2.1,0.3,27761294
2021-01-19,Ages_18-24_yrs,553862,76014,2,0.3,27761294
2021-01-18,Ages_18-24_yrs,540538,73384,1.9,0.3,27761294
2021-01-17,Ages_18-24_yrs,516330,70549,1.9,0.3,27761294
2021-01-16,Ages_18-24_yrs,482067,65938,1.7,0.2,27761294
2021-01-15,Ages_18-24_yrs,443012,58943,1.6,0.2,27761294
2021-01-14,Ages_18-24_yrs,407862,48982,1.5,0.2,27761294
2021-01-13,Ages_18-24_yrs,376441,38380,1.4,0.1,27761294
2021-01-12,Ages_18-24_yrs,351290,29142,1.3,0.1,27761294
2021-01-11,Ages_18-24_yrs,337266,25798,1.2,0.1,27761294
2021-01-10,Ages_18-24_yrs,319101,21109,1.1,0.1,27761294
2021-01-09,Ages_18-24_yrs,290088,12505,1,0,27761294
2021-01-08,Ages_18-24_yrs,261509,6295,0.9,0,27761294
2021-01-07,Ages_18-24_yrs,231940,2862,0.8,0,27761294
2021-01-06,Ages_18-24_yrs,207052,1041,0.7,0,27761294
2021-01-05,Ages_18-24_yrs,187044,457,0.7,0,27761294
2021-01-04,Ages_18-24_yrs,179684,427,0.6,0,27761294
2021-01-03,Ages_18-24_yrs,171967,405,0.6,0,27761294
2021-01-02,Ages_18-24_yrs,165247,389,0.6,0,27761294
2021-01-01,Ages_18-24_yrs,147959,348,0.5,0,27761294
2020-12-31,Ages_18-24_yrs,122687,281,0.4,0,27761294
2020-12-30,Ages_18-24_yrs,102943,225,0.4,0,27761294
2020-12-29,Ages_18-24_yrs,86376,171,0.3,0,27761294
2020-12-28,Ages_18-24_yrs,81313,155,0.3,0,27761294
2020-12-27,Ages_18-24_yrs,77047,151,0.3,0,27761294
2020-12-26,Ages_18-24_yrs,73654,146,0.3,0,27761294
2020-12-25,Ages_18-24_yrs,65823,118,0.2,0,27761294
2020-12-24,Ages_18-24_yrs,49289,82,0.2,0,27761294
2020-12-23,Ages_18-24_yrs,34918,49,0.1,0,27761294
2020-12-22,Ages_18-24_yrs,25355,34,0.1,0,27761294
2020-12-21,Ages_18-24_yrs,21163,29,0.1,0,27761294
2020-12-20,Ages_18-24_yrs,15884,19,0.1,0,27761294
2020-12-19,Ages_18-24_yrs,7716,7,0,0,27761294
2020-12-18,Ages_18-24_yrs,2766,1,0,0,27761294
2020-12-17,Ages_18-24_yrs,560,0,0,0,27761294
2020-12-16,Ages_18-24_yrs,38,0,0,0,27761294
2021-05-19,Ages_16-17_yrs,2365303,1406948,31.3,18.6,7559163
2021-05-18,Ages_16-17_yrs,2336485,1362374,30.9,18,7559163
2021-05-17,Ages_16-17_yrs,2317807,1331036,30.7,17.6,7559163
2021-05-16,Ages_16-17_yrs,2292835,1284426,30.3,17,7559163
2021-05-15,Ages_16-17_yrs,2261379,1231614,29.9,16.3,7559163
2021-05-14,Ages_16-17_yrs,2226499,1171987,29.5,15.5,7559163
2021-05-13,Ages_16-17_yrs,2199026,1118982,29.1,14.8,7559163
2021-05-12,Ages_16-17_yrs,2172569,1062204,28.7,14.1,7559163
2021-05-11,Ages_16-17_yrs,2149897,1018205,28.4,13.5,7559163
2021-05-10,Ages_16-17_yrs,2123592,971474,28.1,12.9,7559163
2021-05-09,Ages_16-17_yrs,2090370,907894,27.7,12,7559163
2021-05-08,Ages_16-17_yrs,2053932,842687,27.2,11.1,7559163
2021-05-07,Ages_16-17_yrs,2016310,779768,26.7,10.3,7559163
2021-05-06,Ages_16-17_yrs,1969191,716158,26.1,9.5,7559163
2021-05-05,Ages_16-17_yrs,1927844,665053,25.5,8.8,7559163
2021-05-04,Ages_16-17_yrs,1898585,631525,25.1,8.4,7559163
2021-05-03,Ages_16-17_yrs,1879250,605466,24.9,8,7559163
2021-05-02,Ages_16-17_yrs,1851783,577569,24.5,7.6,7559163
2021-05-01,Ages_16-17_yrs,1808421,539072,23.9,7.1,7559163
2021-04-30,Ages_16-17_yrs,1745478,490467,23.1,6.5,7559163
2021-04-29,Ages_16-17_yrs,1695906,451561,22.4,6,7559163
2021-04-28,Ages_16-17_yrs,1646136,418210,21.8,5.5,7559163
2021-04-27,Ages_16-17_yrs,1601774,391144,21.2,5.2,7559163
2021-04-26,Ages_16-17_yrs,1557584,373972,20.6,4.9,7559163
2021-04-25,Ages_16-17_yrs,1492989,351687,19.8,4.7,7559163
2021-04-24,Ages_16-17_yrs,1428361,324997,18.9,4.3,7559163
2021-04-23,Ages_16-17_yrs,1362294,297477,18,3.9,7559163
2021-04-22,Ages_16-17_yrs,1300733,273245,17.2,3.6,7559163
2021-04-21,Ages_16-17_yrs,1239004,253020,16.4,3.3,7559163
2021-04-20,Ages_16-17_yrs,1186329,236875,15.7,3.1,7559163
2021-04-19,Ages_16-17_yrs,1142371,225715,15.1,3,7559163
2021-04-18,Ages_16-17_yrs,1084858,212072,14.4,2.8,7559163
2021-04-17,Ages_16-17_yrs,1007689,195912,13.3,2.6,7559163
2021-04-16,Ages_16-17_yrs,943776,180918,12.5,2.4,7559163
2021-04-15,Ages_16-17_yrs,881604,167396,11.7,2.2,7559163
2021-04-14,Ages_16-17_yrs,822900,155043,10.9,2.1,7559163
2021-04-13,Ages_16-17_yrs,775142,146095,10.3,1.9,7559163
2021-04-12,Ages_16-17_yrs,729554,138861,9.7,1.8,7559163
2021-04-11,Ages_16-17_yrs,681577,131140,9,1.7,7559163
2021-04-10,Ages_16-17_yrs,630793,121705,8.3,1.6,7559163
2021-04-09,Ages_16-17_yrs,578922,112863,7.7,1.5,7559163
2021-04-08,Ages_16-17_yrs,527697,104605,7,1.4,7559163
2021-04-07,Ages_16-17_yrs,486757,97503,6.4,1.3,7559163
2021-04-06,Ages_16-17_yrs,453145,91970,6,1.2,7559163
2021-04-05,Ages_16-17_yrs,381903,80465,5.1,1.1,7559163
2021-04-04,Ages_16-17_yrs,381794,80427,5.1,1.1,7559163
2021-04-03,Ages_16-17_yrs,381323,80089,5,1.1,7559163
2021-04-02,Ages_16-17_yrs,346942,74862,4.6,1,7559163
2021-04-01,Ages_16-17_yrs,317755,70284,4.2,0.9,7559163
2021-03-31,Ages_16-17_yrs,293839,66789,3.9,0.9,7559163
2021-03-30,Ages_16-17_yrs,274583,63801,3.6,0.8,7559163
2021-03-29,Ages_16-17_yrs,261474,61081,3.5,0.8,7559163
2021-03-28,Ages_16-17_yrs,244335,58019,3.2,0.8,7559163
2021-03-27,Ages_16-17_yrs,226942,55122,3,0.7,7559163
2021-03-26,Ages_16-17_yrs,209292,52134,2.8,0.7,7559163
2021-03-25,Ages_16-17_yrs,192440,49771,2.5,0.7,7559163
2021-03-24,Ages_16-17_yrs,180288,47774,2.4,0.6,7559163
2021-03-23,Ages_16-17_yrs,168491,45783,2.2,0.6,7559163
2021-03-22,Ages_16-17_yrs,160964,44395,2.1,0.6,7559163
2021-03-21,Ages_16-17_yrs,152045,42523,2,0.6,7559163
2021-03-20,Ages_16-17_yrs,140365,40375,1.9,0.5,7559163
2021-03-19,Ages_16-17_yrs,129928,38999,1.7,0.5,7559163
2021-03-18,Ages_16-17_yrs,121563,37812,1.6,0.5,7559163
2021-03-17,Ages_16-17_yrs,113109,36336,1.5,0.5,7559163
2021-03-16,Ages_16-17_yrs,107308,35362,1.4,0.5,7559163
2021-03-15,Ages_16-17_yrs,102484,34200,1.4,0.5,7559163
2021-03-14,Ages_16-17_yrs,97357,33159,1.3,0.4,7559163
2021-03-13,Ages_16-17_yrs,91480,32087,1.2,0.4,7559163
2021-03-12,Ages_16-17_yrs,85260,30824,1.1,0.4,7559163
2021-03-11,Ages_16-17_yrs,79988,29406,1.1,0.4,7559163
2021-03-10,Ages_16-17_yrs,76122,28673,1,0.4,7559163
2021-03-09,Ages_16-17_yrs,72648,27864,1,0.4,7559163
2021-03-08,Ages_16-17_yrs,69502,27164,0.9,0.4,7559163
2021-03-07,Ages_16-17_yrs,66350,26437,0.9,0.3,7559163
2021-03-06,Ages_16-17_yrs,63099,25574,0.8,0.3,7559163
2021-03-05,Ages_16-17_yrs,59186,24426,0.8,0.3,7559163
2021-03-04,Ages_16-17_yrs,56378,23529,0.7,0.3,7559163
2021-03-03,Ages_16-17_yrs,54424,22720,0.7,0.3,7559163
2021-03-02,Ages_16-17_yrs,52655,22049,0.7,0.3,7559163
2021-03-01,Ages_16-17_yrs,50640,21100,0.7,0.3,7559163
2021-02-28,Ages_16-17_yrs,48534,20295,0.6,0.3,7559163
2021-02-27,Ages_16-17_yrs,46389,19289,0.6,0.3,7559163
2021-02-26,Ages_16-17_yrs,44852,18448,0.6,0.2,7559163
2021-02-25,Ages_16-17_yrs,42775,17512,0.6,0.2,7559163
2021-02-24,Ages_16-17_yrs,41351,16630,0.5,0.2,7559163
2021-02-23,Ages_16-17_yrs,40337,16148,0.5,0.2,7559163
2021-02-22,Ages_16-17_yrs,39191,15631,0.5,0.2,7559163
2021-02-21,Ages_16-17_yrs,38024,14772,0.5,0.2,7559163
2021-02-20,Ages_16-17_yrs,36978,13706,0.5,0.2,7559163
2021-02-19,Ages_16-17_yrs,35964,12868,0.5,0.2,7559163
2021-02-18,Ages_16-17_yrs,34700,12160,0.5,0.2,7559163
2021-02-17,Ages_16-17_yrs,33909,11595,0.4,0.2,7559163
2021-02-16,Ages_16-17_yrs,33203,11242,0.4,0.1,7559163
2021-02-15,Ages_16-17_yrs,32591,10880,0.4,0.1,7559163
2021-02-14,Ages_16-17_yrs,31784,10345,0.4,0.1,7559163
2021-02-13,Ages_16-17_yrs,30586,9483,0.4,0.1,7559163
2021-02-12,Ages_16-17_yrs,29385,8590,0.4,0.1,7559163
2021-02-11,Ages_16-17_yrs,28432,7872,0.4,0.1,7559163
2021-02-10,Ages_16-17_yrs,27526,7295,0.4,0.1,7559163
2021-02-09,Ages_16-17_yrs,26586,6662,0.4,0.1,7559163
2021-02-08,Ages_16-17_yrs,25391,6290,0.3,0.1,7559163
2021-02-07,Ages_16-17_yrs,24509,5944,0.3,0.1,7559163
2021-02-06,Ages_16-17_yrs,23460,5394,0.3,0.1,7559163
2021-02-05,Ages_16-17_yrs,22251,4767,0.3,0.1,7559163
2021-02-04,Ages_16-17_yrs,21529,4353,0.3,0.1,7559163
2021-02-03,Ages_16-17_yrs,20730,3918,0.3,0.1,7559163
2021-02-02,Ages_16-17_yrs,20173,3657,0.3,0,7559163
2021-02-01,Ages_16-17_yrs,19632,3479,0.3,0,7559163
2021-01-31,Ages_16-17_yrs,18684,3127,0.2,0,7559163
2021-01-30,Ages_16-17_yrs,17586,2753,0.2,0,7559163
2021-01-29,Ages_16-17_yrs,16692,2439,0.2,0,7559163
2021-01-28,Ages_16-17_yrs,15669,2079,0.2,0,7559163
2021-01-27,Ages_16-17_yrs,14956,1796,0.2,0,7559163
2021-01-26,Ages_16-17_yrs,14251,1633,0.2,0,7559163
2021-01-25,Ages_16-17_yrs,13605,1512,0.2,0,7559163
2021-01-24,Ages_16-17_yrs,12755,1416,0.2,0,7559163
2021-01-23,Ages_16-17_yrs,11555,1233,0.2,0,7559163
2021-01-22,Ages_16-17_yrs,10559,1042,0.1,0,7559163
2021-01-21,Ages_16-17_yrs,9584,801,0.1,0,7559163
2021-01-20,Ages_16-17_yrs,8965,695,0.1,0,7559163
2021-01-19,Ages_16-17_yrs,8482,597,0.1,0,7559163
2021-01-18,Ages_16-17_yrs,8072,554,0.1,0,7559163
2021-01-17,Ages_16-17_yrs,7214,496,0.1,0,7559163
2021-01-16,Ages_16-17_yrs,6518,455,0.1,0,7559163
2021-01-15,Ages_16-17_yrs,5914,392,0.1,0,7559163
2021-01-14,Ages_16-17_yrs,5185,288,0.1,0,7559163
2021-01-13,Ages_16-17_yrs,4706,215,0.1,0,7559163
2021-01-12,Ages_16-17_yrs,4236,174,0.1,0,7559163
2021-01-11,Ages_16-17_yrs,3861,148,0.1,0,7559163
2021-01-10,Ages_16-17_yrs,3483,99,0,0,7559163
2021-01-09,Ages_16-17_yrs,2998,62,0,0,7559163
2021-01-08,Ages_16-17_yrs,2672,27,0,0,7559163
2021-01-07,Ages_16-17_yrs,2293,16,0,0,7559163
2021-01-06,Ages_16-17_yrs,1891,2,0,0,7559163
2021-01-05,Ages_16-17_yrs,1664,2,0,0,7559163
2021-01-04,Ages_16-17_yrs,1583,2,0,0,7559163
2021-01-03,Ages_16-17_yrs,1451,2,0,0,7559163
2021-01-02,Ages_16-17_yrs,1308,1,0,0,7559163
2021-01-01,Ages_16-17_yrs,1086,1,0,0,7559163
2020-12-31,Ages_16-17_yrs,838,0,0,0,7559163
2020-12-30,Ages_16-17_yrs,683,0,0,0,7559163
2020-12-29,Ages_16-17_yrs,565,0,0,0,7559163
2020-12-28,Ages_16-17_yrs,509,0,0,0,7559163
2020-12-27,Ages_16-17_yrs,472,0,0,0,7559163
2020-12-26,Ages_16-17_yrs,411,0,0,0,7559163
2020-12-25,Ages_16-17_yrs,352,0,0,0,7559163
2020-12-24,Ages_16-17_yrs,232,0,0,0,7559163
2020-12-23,Ages_16-17_yrs,156,0,0,0,7559163
2020-12-22,Ages_16-17_yrs,111,0,0,0,7559163
2020-12-21,Ages_16-17_yrs,81,0,0,0,7559163
2020-12-20,Ages_16-17_yrs,52,0,0,0,7559163
2020-12-19,Ages_16-17_yrs,24,0,0,0,7559163
2020-12-18,Ages_16-17_yrs,4,0,0,0,7559163
2020-12-17,Ages_16-17_yrs,0,0,0,0,7559163
2020-12-16,Ages_16-17_yrs,0,0,0,0,7559163
2021-05-19,Ages_12-15_yrs,1109526,68576,7.3,0.5,15222296
2021-05-18,Ages_12-15_yrs,908260,65257,6,0.4,15222296
2021-05-17,Ages_12-15_yrs,756671,62922,5,0.4,15222296
2021-05-16,Ages_12-15_yrs,538266,59011,3.5,0.4,15222296
2021-05-15,Ages_12-15_yrs,328467,54603,2.2,0.4,15222296
2021-05-14,Ages_12-15_yrs,161711,50198,1.1,0.3,15222296
2021-05-13,Ages_12-15_yrs,130976,46558,0.9,0.3,15222296
2021-05-12,Ages_12-15_yrs,123726,43059,0.8,0.3,15222296
2021-05-11,Ages_12-15_yrs,121199,40619,0.8,0.3,15222296
2021-05-10,Ages_12-15_yrs,118585,37808,0.8,0.2,15222296
2021-05-09,Ages_12-15_yrs,115213,34107,0.8,0.2,15222296
2021-05-08,Ages_12-15_yrs,112087,30491,0.7,0.2,15222296
2021-05-07,Ages_12-15_yrs,109010,27142,0.7,0.2,15222296
2021-05-06,Ages_12-15_yrs,105166,24262,0.7,0.2,15222296
2021-05-05,Ages_12-15_yrs,101628,21997,0.7,0.1,15222296
2021-05-04,Ages_12-15_yrs,99513,20716,0.7,0.1,15222296
2021-05-03,Ages_12-15_yrs,97955,19877,0.6,0.1,15222296
2021-05-02,Ages_12-15_yrs,95393,18671,0.6,0.1,15222296
2021-05-01,Ages_12-15_yrs,91532,16643,0.6,0.1,15222296
2021-04-30,Ages_12-15_yrs,86681,14685,0.6,0.1,15222296
2021-04-29,Ages_12-15_yrs,83341,13517,0.5,0.1,15222296
2021-04-28,Ages_12-15_yrs,79701,12455,0.5,0.1,15222296
2021-04-27,Ages_12-15_yrs,76681,11625,0.5,0.1,15222296
2021-04-26,Ages_12-15_yrs,73628,10996,0.5,0.1,15222296
2021-04-25,Ages_12-15_yrs,68843,10185,0.5,0.1,15222296
2021-04-24,Ages_12-15_yrs,64359,9134,0.4,0.1,15222296
2021-04-23,Ages_12-15_yrs,59783,8223,0.4,0.1,15222296
2021-04-22,Ages_12-15_yrs,56014,7504,0.4,0,15222296
2021-04-21,Ages_12-15_yrs,52260,6926,0.3,0,15222296
2021-04-20,Ages_12-15_yrs,49283,6430,0.3,0,15222296
2021-04-19,Ages_12-15_yrs,46302,6034,0.3,0,15222296
2021-04-18,Ages_12-15_yrs,42419,5551,0.3,0,15222296
2021-04-17,Ages_12-15_yrs,38053,4985,0.2,0,15222296
2021-04-16,Ages_12-15_yrs,34380,4502,0.2,0,15222296
2021-04-15,Ages_12-15_yrs,31392,4093,0.2,0,15222296
2021-04-14,Ages_12-15_yrs,28650,3640,0.2,0,15222296
2021-04-13,Ages_12-15_yrs,26887,3327,0.2,0,15222296
2021-04-12,Ages_12-15_yrs,25581,3130,0.2,0,15222296
2021-04-11,Ages_12-15_yrs,23652,2887,0.2,0,15222296
